"ID","Code","Scientific Name","Common Name"
4349,PHSP4,"Phaulothamnus spinescens",Devilqueen
4350,PHAM,"Phellodendron amurense","Amur corktree"
4351,PHJA,"Phellodendron japonicum","Japanese corktree"
4353,PHMY,"Phialanthus myrtilloides",Candlewood
4354,PHAR12,"Philadelphus argenteus","Silver mock orange"
4355,PHAR10,"Philadelphus argyrocalyx","Silvercup mock orange"
4356,PHCA18,"Philadelphus californicus","California mock orange"
4357,PHCO25,"Philadelphus confusus","Piper's mock orange"
4358,PHCO32,"Philadelphus cordifolius","Heartleaf mock orange"
4359,PHCO,"Philadelphus coronarius","Sweet mock orange"
4360,PHCR3,"Philadelphus microphyllus v. crinitus","Transpecos mock orange"
4361,PHER,"Philadelphus texensis v. ernestii","Canyon mock orange"
4362,PHFL4,"Philadelphus floridus","Florida mock orange"
4363,PHGA,"Philadelphus gattingeri","Gattinger's mock orange"
4364,PHHI2,"Philadelphus hirsutus","Streambank mock orange"
4365,PHHI3,"Philadelphus hitchcockianus","Hitchcock's mock orange"
4366,PHIN5,"Philadelphus inodorus","Scentless mock orange"
4368,PHKA4,"Philadelphus karwinskyanus","Evergreen mock orange"
4369,PHLE,"Philadelphus lewisii","Wild mock orange"
4370,PHMA7,"Philadelphus maculatus","Spotted mock orange"
4371,PHMA8,"Philadelphus microphyllus v. madrensis","Desert mountain mock orange"
4372,PHME4,"Philadelphus mearnsii","Mearns' mock orange"
4373,PHMI4,"Philadelphus microphyllus","Littleleaf mock orange"
4375,PHOR4,"Philadelphus oreganus","Oregon mock orange"
4376,PHPA11,"Philadelphus palmeri","Palmer's mock orange"
4377,PHPU4,"Philadelphus pubescens","Hoary mock orange"
4378,PHPU15,"Philadelphus microphyllus v. pumilus","Dwarf mock orange"
4379,PHSE2,"Philadelphus serpyllifolius","Thymeleaf mock orange"
4380,PHSH,"Philadelphus sharpianus","Sharp's mock orange"
4381,PHTE3,"Philadelphus texensis","Texas mock orange"
4382,PHTO7,"Philadelphus tomentosus","Fuzzy mock orange"
4383,PHTR3,"Philadelphus trichothecus","Columbian mock orange"
4384,PHWO,"Philadelphus wootonii","Wooton's mock orange"
4385,PHZE,"Philadelphus zelleri","Zeller's mock orange"
4392,PHFL9,"Photinia floribunda","Purple chokeberry"
4394,PHME13,"Aronia melanocarpa","Black chokeberry"
4395,PHPY4,"Aronia arbutifolia","Red chokeberry"
4396,PHVI,"Photinia villosa","Oriental photinia"
4398,PHAC3,"Phyllanthus acidus","Tahitian gooseberry tree"
4399,PHAC7,"Phyllanthus acuminatus","Jamaican gooseberry tree"
4400,PHAN9,"Phyllanthus angustifolius","Foliage flower"
4401,PHCU4,"Phyllanthus cuneifolius","Wedge leaf-flower"
4402,PHDI8,"Phyllanthus distichus","Pamakani mahu"
4403,PHEM2,"Phyllanthus emblica",Emblic
4404,PHEP,"Phyllanthus epiphyllanthus",Swordbush
4405,PHJU2,"Phyllanthus juglandifolius","Bigleaf leafflower"
4406,PHPU11,"Phyllanthus pulcher","Tropical leaf-flower"
4408,PHAL7,"Physocarpus alternans","Dwarf ninebark"
4409,PHCA11,"Physocarpus capitatus","Pacific ninebark"
4410,PHMA5,"Physocarpus malvaceus","Mallow ninebark"
4411,PHMO4,"Physocarpus monogynus","Mountain ninebark"
4412,PHOP,"Physocarpus opulifolius","Common ninebark"
4437,PIEX,"Picrasma excelsa",Bitterwood
4438,PIAC,"Pictetia aculeata",Fustic
4514,PITE6,"Piptocarpha tetrantha","Mountain ashdaisy"
4515,PIAC6,"Piptocoma acevedoi","Acevedo's velvetshrub"
4521,PICA5,"Piscidia carthagenensis",Stinkwood
4522,PIPI1,"Piscidia piscipula","Florida fishpoision tree"
4534,PIAT4,"Pistacia atlantica","Mt. atlas mastic tree"
4535,PICH,"Pistacia chinensis","Chinese pistache"
4536,PIVE,"Pistacia vera",Pistachio
4537,PIDU,"Pithecellobium dulce",Monkeypod
4538,PIGR5,"Cojoba graciliflora","Guadeloupe blackbead"
4539,PIKE,"Pithecellobium keyense","Florida keys blackbead"
4540,PIUN2,"Pithecellobium unguis-cati","Catclaw blackbead"
4558,PLAQ,"Planera aquatica","Water elm"
4559,PLOC,"Platanus occidentalis","American sycamore"
4560,PLOR,"Platanus orientalis","Oriental planetree"
4561,PLRA,"Platanus racemosa","California sycamore"
4562,PLWR,"Platanus wrightii","Arizona sycamore"
4563,PLAC,"Platanus x hybrida","London planetree"
4564,PLCO6,"Platydesma cornuta","Oahu pilo kea"
4565,PLRE4,"Platydesma remyi","Hawai'i pilo kea"
4566,PLRO2,"Platydesma rostrata","Pilo kea lau li'i"
4576,PLCA10,"Pluchea carolinensis","Cure for all"
4578,PLAL,"Plumeria alba","Nosegay tree"
4579,PLOB2,"Plumeria obtusa","Singapore graveyard flower"
4580,PLRU,"Plumeria rubra",Frangipani
4586,POFL20,"Poitea florida","Willowleaf podocarp"
4587,POPA34,"Poitea paucifolia",Retama
4588,POPU19,"Poitea punicea","Caracol illo"
4589,POCO5,"Phlebotaenia cowellii","Violet tree"
4597,POTR4,"Poncirus trifoliata","Hardy orange"
4599,POAC5,"Populus x acuminata","Lanceleaf cottonwood"
4600,POAL,"Populus alba","White poplar"
4601,POAN,"Populus angustifolia","Narrowleaf cottonwood"
4602,POBA,"Populus balsamifera","Balsam poplar"
4603,POBR7,"Populus x brayshawii","Hybrid balsam poplar"
4604,POCA,"Populus x canescens","Grey poplar"
4605,PODE,"Populus deltoides","Eastern cottonwood"
4606,POFR,"Populus fremontii","Fremont cottonwood"
4607,POGR,"Populus grandidentata","Bigtooth aspen"
4608,POHE5,"Populus x heimburgeri","Heiburger's poplar"
4609,POHE,"Populus heterophylla","Swamp cottonwood"
4610,POHI8,"Populus x hinckleyana","Hinckley poplar"
4611,POIN23,"Populus x inopina","Populus x inopina"
4612,POJA2,"Populus x jackii",Balm-of-gilead
4613,PONI,"Populus nigra","Black poplar"
4614,POPA11,"Populus x parryi","Parry's cottonwood"
4615,PORO4,"Populus x rouleauana","Populus x rouleauana"
4616,POSM2,"Populus x smithii","Smith's poplar"
4617,POTO,"Populus tomentosa","Chinese white poplar"
4618,POTR10,"Populus tremula","European aspen"
4619,POTR1,"Populus tremuloides","Quaking aspen"
4620,POCA2,"Populus x canadensis","Carolina poplar"
4628,POOC4,"Pouzolzia occidentalis","Coamo river pouzolzsbush"
4629,PROD,"Premna odorata","Fragrant premna"
4652,PRAL11,"Prosopis alpataco","Prosopis alpataco"
4653,PRAR6,"Prosopis argentina",Algarobilla
4654,PRBU2,"Prosopis burkartii","Prosopis burkartii"
4655,PRCA9,"Prosopis caldenia","the Caldén"
4656,PRCA10,"Prosopis calingastana",Cusqui
4657,PRCA11,"Prosopis campestris","Prosopis campestris"
4658,PRCA12,"Prosopis castellanosii","Prosopis castellanosii"
4659,PRCH,"Prosopis chilensis","Chilean mesquite"
4660,PRDE4,"Prosopis denudans","Prosopis denudans"
4661,PREL5,"Prosopis elata","Prosopis elata"
4662,PRFA2,"Prosopis farcta","Syrian mesquite"
4663,PRFE2,"Prosopis ferox","Prosopis ferox"
4664,PRFI4,"Prosopis fiebrigii","Prosopis fiebrigii"
4665,PRGL2,"Prosopis glandulosa","Honey mesquite"
4666,PRHA4,"Prosopis hassleri","Algarrobo paraguayo"
4667,PRHU3,"Prosopis humilis","Prosopis humilis"
4668,PRJU3,"Prosopis juliflora",Mesquite
4669,PRKU2,"Prosopis kuntzei",Caranda
4670,PRLA6,"Prosopis laevigata","Smooth mesquite"
4671,PRPA2,"Prosopis pallida",Kiawe
4672,PRPA10,"Prosopis palmeri","Palo fierro"
4673,PRPU2,"Prosopis pubescens","Screwbean mesquite"
4674,PRRO4,"Prosopis rojasiana","Prosopis rojasiana"
4675,PRRU4,"Prosopis ruizlealii","Prosopis ruizlealii"
4676,PRRU5,"Prosopis ruscifolia",Ibope-Moroti
4677,PRSE5,"Prosopis sericantha","Barba de tigre"
4678,PRST3,"Prosopis strombulifera","Argentine screwbean"
4679,PRTO3,"Prosopis torquata",Lata
4680,PRVE,"Prosopis velutina","Velvet mesquite"
4681,PRVA,"Berylsimpsonia vanillosma","Sweet yellowcrown"
4682,PRAL7,"Prunus alabamensis","Alabama cherry"
4683,PRAL,"Prunus alleghaniensis","Allegheny plum"
4684,PRAM,"Prunus americana","American plum"
4685,PRAN2,"Prunus andersonii","Desert peach"
4686,PRAN,"Prunus angustifolia","Chickasaw plum"
4687,PRAR,"Prunus armeniaca",Apricot
4688,PRAV,"Prunus avium","Sweet cherry"
4691,PRCE,"Prunus cerasifera","Cherry plum"
4693,PRDO,"Prunus domestica","Common plum"
4694,PREM,"Prunus emarginata","Bitter cherry"
4695,PRFA,"Prunus fasciculata","Desert almond"
4696,PRFR,"Prunus fremontii","Desert apricot"
4697,PRFR2,"Prunus fruticosa","European dwarf cherry"
4698,PRGE,"Prunus geniculata","Scrub plum"
4699,PRGL,"Prunus glandulosa","Dwarf flowering almond"
4700,PRGR,"Prunus gracilis","Oklahoma plum"
4701,PRHA,"Prunus havardii","Havard's plum"
4702,PRHO,"Prunus hortulana","Hortulan plum"
4704,PRJA,"Prunus japonica","Japanese plum"
4707,PRMA,"Prunus maackii","Amur chokecherry"
4708,PRMA2,"Prunus maritima","Beach plum"
4709,PRME,"Prunus mexicana","Mexican plum"
4710,PRMI2,"Prunus minutiflora","Texas almond"
4711,PRMU2,"Prunus mume","Japanese apricot"
4712,PRMU,"Prunus munsoniana","Wildgoose plum"
4713,PRMU4,"Prunus murrayana","Murray's plum"
4715,PRNI,"Prunus nigra","Canada plum"
4717,PROR,"Prunus x orthosepala","Hybrid plum"
4718,PRPA,"Prunus padus","European bird cherry"
4720,PRPE1,"Prunus pensylvanica","Pin cherry"
4721,PRPE2,"Prunus persica",Peach
4722,PRPL3,"Prunus pleuradenia","antilles cherry"
4723,PRPU1,"Prunus pumila","Sand cherry"
4724,PRRI,"Prunus rivularis","Creek plum"
4725,PRSA,"Prunus sargentii","Sargent cherry"
4726,PRSE1,"Prunus serotina","Black cherry"
4727,PRSE2,"Prunus serrulata","Japanese flowering cherry"
4728,PRSL,"Prunus x slavinii","Slavin's prunus"
4729,PRSP2,"Prunus spinosa",Blackthorn
4730,PRSU2,"Prunus subcordata","Klamath plum"
4731,PRSU,"Prunus subhirtella","Higan cherry"
4733,PRTO,"Prunus tomentosa","Manchu cherry"
4734,PRTR,"Prunus triloba","Flowering plum"
4735,PRUM,"Prunus umbellata","Flatwods plum"
4736,PRVI,"Prunus virginiana","Common chokecherry"
4737,PRVU,"Prunus vulgaris","Prunus vulgaris"
4738,PRCI,"Prunus x cistena","Purpleleaf sand cherry"
4739,PRYE,"Prunus x yedoensis","Yoshino flowering cherry"
4740,PSUM,"Pseudanamomis umbellulifera",Ciruelas
4742,PSSI4,"Pseudocydonia sinensis",Chinese-quince
4743,PSAM,"Pseudolarix amabilis","Golden larch"
4755,PSAR4,"Psorothamnus arborescens","Mojave indigobush"
4756,PSFR,"Psorothamnus fremontii","Fremont's dalea"
4757,PSPO,"Psorothamnus polydenius","Nevada dalea"
4758,PSSC5,"Psorothamnus schottii","Schott's dalea"
4759,PSTH,"Psorothamnus thompsoniae","Thompson's dalea"
4788,PTCR3,"Ptelea crenulata","California hoptree"
4789,PTTR,"Ptelea trifoliata","Common hoptree"
4790,PTKA,"Pteralyxia kauaiensis","Kauai pteralyxia"
4791,PTIN,"Pterocarpus indicus","India padauk"
4792,PTMA,"Pterocarpus macrocarpus","Burma paduak"
4793,PTOF,"Pterocarpus officinalis","Dragonsblood tree"
4794,PTST,"Pterocarya stenoptera","Chinese wingnut"
4797,PUGR,"Punica granatum",Pomegranate
4798,PUER2,"Purshia ericifolia","Heath cliffrose"
4799,PUGL2,"Purshia glandulosa","Desert bitterbrush"
4800,PUPI,"Purshia pinkavae","Pinkava's cliffrose"
4801,PUST,"Purshia stansburiana","Stansbury cliffrose"
4802,PUSU2,"Purshia x subintegra","Arizona cliffrose"
4803,PUTR2,"Purshia tridentata","Antelope bitterbrush"
4809,PYPU,"Pyrularia pubera","Buffalo nut"
4810,PYCA,"Pyrus calleryana","Callery pear"
4811,PYCO,"Pyrus communis","Common pear"
4813,PYPY2,"Pyrus pyrifolia","Asian pear"
4816,QUTO4,"Quercus x tottenii","Totten's oak"
4817,QUBR,"Quercus x brittonii","Britton's oak"
4818,QUST3,"Quercus x sterilis","Barren oak"
4819,QUAC2,"Quercus acerifolia","Mapleleaf oak"
4820,QUAC3,"Quercus x acutidens","Quercus x acutidens"
4821,QUAC,"Quercus acutissima","Sawtooth oak"
4824,QUAL,"Quercus alba","White oak"
4825,QUAL2,"Quercus x alvordiana","Alvord oak"
4827,QUAR2,"Quercus arkansana","Arkansas oak"
4828,QUAS3,"Quercus x ashei","Ash's oak"
4829,QUAT,"Quercus x atlantica","Atlantic oak"
4830,QUAU,"Quercus austrina","Bluff oak"
4832,QUBE2,"Quercus x beaumontiana","Beaumont's oak"
4833,QUBE3,"Quercus x bebbiana","Bebb's oak"
4834,QUBE8,"Quercus x beckyae","Becky's oak"
4835,QUDE2,"Quercus bemareei","Quercus bemareei"
4836,QUBE9,"Quercus x benderi","Bender oak"
4837,QUBE,"Quercus berberidifolia","Scrub oak"
4838,QUBE4,"Quercus x bernardiensis","Bernard's oak"
4839,QUBI,"Quercus bicolor","Swamp white oak"
4840,QUBI2,"Quercus x bimundorum","Bimundor's oak"
4841,QUBL,"Quercus x blufftonensis","Bluffton's oak"
4842,QUBO2,"Quercus boyntonii","Boynton sand post oak"
4843,QUBU2,"Quercus buckleyi","Buckley oak"
4844,QUBU3,"Quercus x burnetensis","Burnet's oak"
4845,QUBU,"Quercus x bushii","Bush's oak"
4846,QUBY,"Quercus x byarsii","Byars' oak"
4847,QUCA,"Quercus x caduca","Quercus x caduca"
4848,QUCA3,"Quercus x caesariensis","Caesar oak"
4849,QUCA2,"Quercus x capesii","Cape oak"
4850,QUCA7,"Quercus carmenensis","Mexican oak"
4851,QUCE,"Quercus cerris","European turkey oak"
4852,QUCH2,"Quercus chapmanii","Chapman oak"
4853,QUCH4,"Quercus chihuahuensis","Chihuahuan oak"
4855,QUCO,"Quercus coccinea","Scarlet oak"
4856,QUCO5,"Quercus x cocksii","Cock's oak"
4857,QUCO4,"Quercus x columnaris","Column oak"
4858,QUCO3,"Quercus x comptoniae","Compton's oak"
4860,QUCR,"Quercus x cravenensis","Craven oak"
4861,QUDE,"Quercus x deamii","Deam's oak"
4863,QUDI,"Quercus x discreta","Discreet oak"
4864,QUDI2,"Quercus x diversiloba","Manylobed oak"
4865,QUDO,"Quercus douglasii","Blue oak"
4866,QUDU,"Quercus dumosa","Coastal sage scrub oak"
4867,QUDU2,"Quercus palmeri","Dunn oak"
4868,QUDU4,"Quercus durata","Leather oak"
4869,QUEG,"Quercus x egglestonii","Eggleston's oak"
4870,QUEL,"Quercus ellipsoidalis","Northern pin oak"
4873,QUEP,"Quercus x eplingii","Epling's oak"
4874,QUEX,"Quercus x exacta","Laurelpin oak"
4875,QUFA,"Quercus falcata","Southern red oak"
4876,QUFA2,"Quercus x faxonii","Faxon's oak"
4877,QUFE,"Quercus x fernaldii","Fernald's oak"
4878,QUFE2,"Quercus x fernowii","Fernow's oak"
4879,QUFI,"Quercus x filialis","Quercus x filialis"
4880,QUFO,"Quercus x fontana","Fontana oak"
4882,QUGA,"Quercus gambelii","Gambel oak"
4883,QUGA4,"Quercus x ganderi","Gander oak"
4884,QUGA3,"Quercus x garlandensis","Garland oak"
4885,QUGA2,"Quercus garryana","Oregon white oak"
4887,QUGE,"Quercus georgiana","Georgia oak"
4888,QUGI,"Quercus x giffordii","Gifford's oak"
4890,QUGR4,"Quercus x grandidentata","Largeleaf oak"
4891,QUGR2,"Quercus gravesii","Chisos red oak"
4893,QUGU,"Quercus x guadalupensis","Guadalupe oak"
4894,QUHA,"Quercus x harbisonii","Harbison's oak"
4895,QUHA2,"Quercus x hastingsii","Hasting's oak"
4897,QUHA4,"Quercus x hawkinsiae","Hawkins' oak"
4898,QUHE,"Quercus hemisphaerica","Darlington oak"
4899,QUHE2,"Quercus x heterophylla","Oddleaf oak"
4901,QUHO,"Quercus x howellii","Howell's oak"
4902,QUHU,"Quercus x humidicola","Quercus x humidicola"
4905,QUIL,"Quercus ilicifolia","Bear oak"
4906,QUIM,"Quercus imbricaria","Shingle oak"
4907,QUIN5,"Quercus x incomita","Quercus x incomita"
4908,QUIN2,"Quercus x inconstans","Quercus x inconstans"
4911,QUIN4,"Quercus x introgressa","Quercus x introgressa"
4912,QUJA,"Quercus x jackiana","Jack's oak"
4914,QUJO,"Quercus x jolonensis","Jolon's oak"
4915,QUJO4,"Quercus x joorii","Jorr's oak"
4916,QUKE,"Quercus kelloggii","California black oak"
4917,QULA,"Quercus laceyi","Lacey oak"
4918,QULA1,"Quercus laevis","Turkey oak"
4919,QULA2,"Quercus laurifolia","Laurel oak"
4920,QULE,"Quercus x leana","Lea oak"
4921,QULO,"Quercus lobata","California white oak"
4922,QULU,"Quercus x ludoviciana","Ludwig's Oak"
4923,QULY,"Quercus lyrata","Overcup oak"
4924,QUMA4,"Quercus x macdonaldii","Macdonald oak"
4925,QUMA,"Quercus x macnabiana","Macnab's oak"
4926,QUMA1,"Quercus macrocarpa","Bur oak"
4927,QUMA3,"Quercus margarettae","Sand post oak"
4929,QUMA2,"Quercus marilandica","Blackjack oak"
4930,QUME2,"Quercus x megaleia","Quercus x megaleia"
4931,QUME,"Quercus x mellichampii","Mellichamp's oak"
4934,QUMO2,"Quercus x morehus","Oracle oak"
4935,QUMO3,"Quercus x moultonensis","Moulton's oak"
4936,QUMU,"Quercus muehlenbergii","Chinkapin oak"
4937,QUMU3,"Quercus x munzii","Munz's oak"
4938,QUMU2,"Quercus x mutabilis","Quercus x mutabilis"
4939,QUMY,"Quercus myrtifolia","Myrtle oak"
4940,QUNE,"Quercus x neopalmeri","Quercus x neopalmeri"
4941,QUNE2,"Quercus x neotharpii","Quercus x neotharpii"
4942,QUNE3,"Quercus x nessiana","Ness's oak"
4943,QUNI,"Quercus nigra","Water oak"
4945,QUOG,"Quercus oglethorpensis","Oglethorpe oak"
4946,QUOR,"Quercus x organensis","Organ oak"
4947,QUOV,"Quercus x oviedoensis","Quercus x oviedoensis"
4949,QUPA2,"Quercus pagoda","Cherrybark oak"
4950,QUPA5,"Quercus x palaeolithicola","Quercus x palaeolithicola"
4951,QUPA3,"Quercus x palmeriana","Palmer's oak"
4952,QUPA,"Quercus palustris","Pin oak"
4954,QUPA4,"Quercus x undulata","Wavyleaf oak"
4955,QUPE,"Quercus petraea","Durmast oak"
4956,QUPH,"Quercus phellos","Willow oak"
4957,QUPO,"Quercus x podophylla","Quercus x podophylla"
4959,QUPR2,"Quercus prinoides","Dwarf chinkapin oak"
4960,QUPR,"Quercus montana","Chestnut oak"
4961,QUPS,"Quercus x drummondii","False sand post oak"
4962,QUPU80,"Quercus pumila","Running oak"
4964,QURE,"Quercus x rehderi","Rehder's oak"
4965,QURI,"Quercus x riparia","Riparian oak"
4966,QURO2,"Quercus x robbinsii","Robinn's oak"
4967,QURO,"Quercus robur","English oak"
4968,QURO3,"Quercus x robusta","Robust oak"
4969,QURO4,"Quercus x rolfsii","Rolf's oak"
4970,QURU,"Quercus rubra","Northern red oak"
4971,QURU2,"Quercus x rudkinii","Rudkin's oak"
4973,QURU3,"Quercus x runcinata","Quercus x runcinata"
4975,QUSA3,"Quercus x sargentii","Sargent oak"
4976,QUSA,"Quercus x saulii","Saul's oak"
4977,QUSC,"Quercus x schochiana","Schoch oak"
4978,QUSC2,"Quercus x schuettei","Schuettes oak"
4979,QUSH,"Quercus shumardii","Shumard oak"
4980,QUSI2,"Quercus similis","Bottomland post oak"
4981,QUSI,"Quercus sinuata","Bastard oak"
4982,QUSM,"Quercus x smallii","Small's oak"
4983,QUST,"Quercus stellata","Post oak"
4984,QUST2,"Quercus x stelloides","Stelloides oak"
4985,QUST4,"Quercus x sterretii","Sterret's oak"
4988,QUSU6,"Quercus x subfalcata","Subfalcate oak"
4989,QUSU2,"Quercus x subintegra","Quercus x subintegra"
4990,QUSU3,"Quercus x substellata","Quercus x substellata"
4992,QUTH,"Quercus x tharpii","Tharp's oak"
4995,QUTO3,"Quercus x townei","Towne's oak"
4996,QUTR,"Quercus x tridentata","Tridentata oak"
4999,QUVA2,"Quercus x vaga","Quercus x vaga"
5001,QUVE,"Quercus velutina","Black oak"
5002,QUVE2,"Quercus x venulosa","Quercus x venulosa"
5005,QUWA2,"Quercus x wagneri","Wagner's oak"
5006,QUWA,"Quercus x walteriana","Walter's oak"
5007,QUWI2,"Quercus x willdenowiana","Willdenow's oak"
5010,RAAC,"Randia aculeata","White indigoberry"
5011,RAFO2,"Rosenbergiodendron formosa","Jasmin de rosa"
5012,RAPA4,"Randia parvifolia","Smallflower indigoberry"
5013,RAPO2,"Randia portoricensis","Puerto rico indigoberry"
5014,RARH2,"Randia obcordata",Crucillo
5016,RANI,"Rauvolfia nitida",Bitter-ash
5017,RASA3,"Rauvolfia sandwicensis",Devil's-pepper
5018,RATE8,"Rauvolfia tetraphylla","Be still tree"
5019,RAVI,"Rauvolfia viridis",Milkbush
5020,RAVO,"Rauvolfia vomitoria","Poison devil's-pepper"
5023,REKA,"Remya kauaiensis","Kauai remya"
5024,REMA2,"Remya mauiensis","Maui remya"
5025,REMO,"Remya montgomeryi","Kalalau valley remya"
5026,RESA,"Polyscias sandwicensis","'ohe makai"
5027,REGU,"Reynosia guama",Guama
5029,RESE,"Reynosia septentrionalis","Darling plum"
5031,RHAL,"Rhamnus alnifolia","Alderleaf buckthorn"
5032,RHAR6,"Rhamnus arguta","Sharp tooth buckthorn"
5033,RHCA,"Rhamnus cathartica","European buckthorn"
5035,RHDA,"Rhamnus davurica","Dahurian buckthorn"
5037,RHJA8,"Rhamnus japonica","Japanese buckthorn"
5038,RHLA4,"Endotropis lanceolata ssp. lanceolata","Lanceleaf buckthorn"
5040,RHSE3,"Endotropis serrata","Sawleaf buckthorn"
5041,RHSM,"Endotropis smithii","Smith's buckthorn"
5042,RHUT80,"Rhamnus utilis","Chinese buckthorn"
5046,RHAL5,"Rhododendron alabamense","Alabama azalea"
5047,RHAL2,"Rhododendron albiflorum","Cascade azalea"
5048,RHAR3,"Rhododendron arborescens","Smooth azalea"
5049,RHAT,"Rhododendron atlanticum","Dwarf azalea"
5050,RHAU,"Rhododendron austrinum","Orange azalea"
5052,RHBA4,"Rhododendron x bakeri","Baker's rhododendron"
5053,RHCA4,"Rhododendron calendulaceum","Flame azalea"
5054,RHCA5,"Rhododendron camtschaticum","Kamchatka rhododendron"
5055,RHCA6,"Rhododendron canadense",Rhodora
5056,RHCA7,"Rhododendron canescens","Mountain azalea"
5060,RHCU,"Rhododendron cumberlandense","Cumberland rhododendron"
5061,RHFL,"Rhododendron flammeum","Piedmont azalea"
5062,RHJA2,"Rhododendron japonicum","Japanese azalea"
5067,RHOB,"Rhododendron oblongifolium","Texas azalea"
5068,RHOC,"Rhododendron occidentale","Western azalea"
5069,RHPE3,"Rhododendron x pennsylvanicum","Pennsylvania rhododendron"
5070,RHPE4,"Rhododendron periclymenoides","Pink azalea"
5071,RHPR,"Rhododendron prinophyllum","Early azalea"
5073,RHVA,"Rhododendron vaseyi","Pinkshell azalea"
5074,RHVI2,"Rhododendron viscosum","Swamp azalea"
5075,RHWE,"Rhododendron x welleslyanum","Wellesly rhododendron"
5077,RHSC3,"Rhodotypos scandens",Jetbead
5078,RHAR4,"Rhus aromatica","Fragrant sumac"
5079,RHAS,"Rhus x ashei","Ashe's sumac"
5080,RHCH,"Rhus chinensis","Chinese sumac"
5081,RHCO,"Rhus copallina","Shining sumac"
5082,RHGL,"Rhus glabra","Smooth sumac"
5083,RHIN,"Rhus integrifolia","Lemonade berry"
5084,RHKE,"Rhus kearneyi","Kearney's sumac"
5086,RHLA3,"Rhus lanceolata","Prairie sumac"
5087,RHMI3,"Rhus microphylla","Littleleaf sumac"
5089,RHPU2,"Rhus x pulvinata","Pulvinate sumac"
5090,RHSA2,"Rhus sandwicensis",Neneleau
5091,RHTR,"Rhus trilobata","Skunkbush sumac"
5092,RHVI3,"Rhus virens","Evergreen sumac"
5093,RHAU2,"Rhytidophyllum auriculatum",Tibey-amarillo
5094,RIAC,"Ribes acerifolium","Mapleleaf currant"
5095,RIAL2,"Ribes alpinum","Alpine currant"
5096,RIAM,"Ribes amarum","Bitter gooseberry"
5097,RIAM2,"Ribes americanum","American black currant"
5098,RIAU,"Ribes aureum","Golden currant"
5099,RIBI,"Ribes binominatum","Ground gooseberry"
5100,RIBR,"Ribes bracteosum","Stink currant"
5101,RICA,"Ribes californicum","Hillside gooseberry"
5102,RICA2,"Ribes canthariforme","Moreno currant"
5103,RICE,"Ribes cereum","Wax currant"
5104,RICR,"Ribes cruentum","Shinyleaf currant"
5105,RICU,"Ribes curvatum","Granite gooseberry"
5106,RICY,"Ribes cynosbati","Eastern prickly gooseberry"
5107,RIDI,"Ribes divaricatum","Spreading gooseberry"
5108,RIEC,"Ribes echinellum","Miccosukee gooseberry"
5109,RIER,"Ribes erythrocarpum","Crater lake currant"
5110,RIGL,"Ribes glandulosum","Skunk currant"
5111,RIHI,"Ribes hirtellum","Hairystem gooseberry"
5112,RIHU,"Ribes hudsonianum","Northern black currant"
5113,RIIN,"Ribes indecorum","Whiteflower currant"
5114,RIIN2,"Ribes inerme","Whitestem gooseberry"
5115,RILA,"Ribes lacustre","Prickly currant"
5116,RILA2,"Ribes lasianthum","Alpine gooseberry"
5117,RILA3,"Ribes laxiflorum","Trailing black currant"
5118,RILE,"Ribes leptanthum","Trumpet gooseberry"
5119,RILO,"Ribes lobbii","Gummy gooseberry"
5120,RIMA,"Ribes malvaceum","Chaparral currant"
5121,RIMA2,"Ribes marshallii","Hupa gooseberry"
5122,RIME,"Ribes menziesii","Canyon gooseberry"
5123,RIME2,"Ribes mescalerium","Mescalero currant"
5124,RIMI,"Ribes missouriense","Missouri gooseberry"
5125,RIMO2,"Ribes montigenum","Gooseberry currant"
5126,RINE,"Ribes nevadense","Sierra currant"
5127,RINI,"Ribes nigrum","European black currant"
5128,RINI2,"Ribes niveum","Snow currant"
5129,RIOX,"Ribes oxyacanthoides","Canadian gooseberry"
5130,RIPI,"Ribes pinetorum","Orange gooseberry"
5131,RIQU,"Ribes quercetorum","Rock gooseberry"
5132,RIRO,"Ribes roezlii","Sierra gooseberry"
5133,RIRO2,"Ribes rotundifolium","Appalachian gooseberry"
5134,RIRU80,"Ribes rubrum","Cultivated currant"
5135,RISA,"Ribes sanguineum","Redflower currant"
5136,RISE,"Ribes sericeum","Lucia gooseberry"
5137,RISP2,"Ribes speciosum","Fuchsiaflower gooseberry"
5138,RITH,"Ribes thacherianum","Santa cruz gooseberry"
5139,RITR,"Ribes triste","Red currant"
5140,RITU,"Ribes tularense","Tulare gooseberry"
5141,RIUV80,"Ribes uva-crispa","European gooseberry"
5142,RIVE,"Ribes velutinum","Desert gooseberry"
5144,RIVI2,"Ribes victoris","Victor's gooseberry"
5145,RIVI3,"Ribes viscosissimum","Sticky currant"
5146,RIWA,"Ribes watsonianum","Spring gooseberry"
5147,RIWO,"Ribes wolfii","Wolf's currant"
5149,ROAM2,"Robinia x ambigua","Pink locust"
5151,ROHO,"Robinia x holdtii","Holdt's locust"
5153,ROMA,"Robinia x margaretta","Margarett's locust"
5154,RONE,"Robinia neomexicana","New mexico locust"
5155,ROPS,"Robinia pseudoacacia","Black locust"
5156,ROVI,"Robinia viscosa","Clammy locust"
5157,ROAC2,"Rochefortia acanthophora","Greenheart ebony"
5158,ROSP8,"Rochefortia spinosa","Green ebony"
5164,ROAC,"Rosa acicularis","Prickly rose"
